secu_code,secu_abbr,chi_spelling,listed_date,listed_sector,industry_code,first_industry_name,second_industry_name,third_industry_name
"001208.SZ","华菱线缆","HLXL","2021.06.24",1,"630805","电力设备","电网设备","线缆部件及其他"
"001209.SZ","洪兴股份","HXGF","2021.07.23",1,"350209","纺织服饰","服装家纺","非运动服装"
"001210.SZ","金房能源","JFNY","2021.07.29",1,"410104","公用事业","电力","热力服务"
"001211.SZ","双枪科技","SQKJ","2021.08.05",1,"360311","轻工制造","家居用品","其他家居用品"
"001212.SZ","中旗新材","ZQXC","2021.08.23",1,"610303","建筑材料","装修建材","其他建材"
"001213.SZ","中铁特货","ZTTH","2021.09.08",1,"420903","交通运输","铁路公路","铁路运输"
"001217.SZ","华尔泰","HET","2021.09.29",1,"220204","基础化工","化学原料","其他化学原料"
"001218.SZ","丽臣实业","LCSY","2021.10.15",1,"220309","基础化工","化学制品","其他化学制品"
"001219.SZ","青岛食品","QDSP","2021.10.21",1,"340802","食品饮料","休闲食品","烘焙食品"
"001222.SZ","源飞宠物","YFCW","2022.08.18",1,"360502","轻工制造","文娱用品","娱乐用品"
"001223.SZ","欧克科技","OKKJ","2022.12.12",1,"640704","机械设备","自动化设备","其他自动化设备"
"001225.SZ","和泰机电","HTJD","2023.02.22",1,"640203","机械设备","专用设备","能源及重型设备"
"001226.SZ","拓山重工","TSZG","2022.06.22",1,"640602","机械设备","工程机械","工程机械器件"
"001227.SZ","兰州银行","LZYH","2022.01.17",1,"480401","银行","城商行Ⅱ","城商行Ⅲ"
"001228.SZ","永泰运","YTY","2022.04.29",1,"420805","交通运输","物流","跨境物流"
"001229.SZ","魅视科技","MSKJ","2022.08.08",1,"710103","计算机","计算机设备","其他计算机设备"
"001230.SZ","劲旅环境","JLHJ","2022.07.15",1,"760103","环保","环境治理","固废治理"
"001231.SZ","农心科技","NXKJ","2022.08.19",1,"220803","基础化工","农化制品","农药"
"001234.SZ","泰慕士","TMS","2022.01.11",1,"350208","纺织服饰","服装家纺","运动服装"
"001236.SZ","弘业期货","HYQH","2022.08.05",1,"490303","非银金融","多元金融","期货"
"001238.SZ","浙江正特","ZJZT","2022.09.19",1,"360502","轻工制造","文娱用品","娱乐用品"
"001255.SZ","博菲电气","BFDQ","2022.09.30",1,"220504","基础化工","塑料","合成树脂"
"001256.SZ","炜冈科技","WGKJ","2022.12.05",1,"640208","机械设备","专用设备","印刷包装机械"
"001258.SZ","立新能源","LXNY","2022.07.27",1,"410107","公用事业","电力","风力发电"
"001259.SZ","利仁科技","LRKJ","2022.08.31",1,"330301","家用电器","小家电","厨房小家电"
"001260.SZ","坤泰股份","KTGF","2023.02.16",1,"280202","汽车","汽车零部件","车身附件及饰件"
"001266.SZ","宏英智能","HYZN","2022.02.28",1,"640702","机械设备","自动化设备","工控设备"
"001267.SZ","汇绿生态","HLST","2021.11.17",1,"620307","建筑装饰","基础建设","园林工程"
"001268.SZ","联合精密","LHJM","2022.06.30",1,"330601","家用电器","家电零部件Ⅱ","家电零部件Ⅲ"
"001270.SZ","铖昌科技","CCKJ","2022.06.06",1,"650501","国防军工","军工电子Ⅱ","军工电子Ⅲ"
"001278.SZ","一彬科技","YBKJ","2023.03.08",1,"280202","汽车","汽车零部件","车身附件及饰件"
"001282.SZ","三联锻造","SLDZ","2023.05.24",1,"280203","汽车","汽车零部件","底盘与发动机系统"
"001283.SZ","豪鹏科技","HPKJ","2022.09.05",1,"630701","电力设备","电池","锂电池"
"001286.SZ","陕西能源","SXNY","2023.04.10",1,"410101","公用事业","电力","火力发电"
"001287.SZ","中电港","ZDG","2023.04.10",1,"270401","电子","其他电子Ⅱ","其他电子Ⅲ"
"001288.SZ","运机集团","YJJT","2021.11.01",1,"640203","机械设备","专用设备","能源及重型设备"
"001289.SZ","龙源电力","LYDL","2022.01.24",1,"410107","公用事业","电力","风力发电"
"001296.SZ","长江材料","CJCL","2021.12.24",1,"220901","基础化工","非金属材料Ⅱ","非金属材料Ⅲ"
"001298.SZ","好上好","HSH","2022.10.31",1,"270401","电子","其他电子Ⅱ","其他电子Ⅲ"
"001300.SZ","三柏硕","SBS","2022.10.19",1,"360502","轻工制造","文娱用品","娱乐用品"
"001301.SZ","尚太科技","STKJ","2022.12.28",1,"630702","电力设备","电池","电池化学品"
"001308.SZ","康冠科技","KGKJ","2022.03.18",1,"270301","电子","光学光电子","面板"
"001311.SZ","多利科技","DLKJ","2023.02.27",1,"280205","汽车","汽车零部件","其他汽车零部件"
"001313.SZ","粤海饲料","YHSL","2022.02.16",1,"110403","农林牧渔","饲料","水产饲料"
"001314.SZ","亿道信息","YDXX","2023.02.14",1,"270504","电子","消费电子","消费电子零部件及组装"
"001318.SZ","阳光乳业","YGRY","2022.05.20",1,"340702","食品饮料","饮料乳品","乳品"
"001319.SZ","铭科精技","MKJJ","2022.05.12",1,"280202","汽车","汽车零部件","车身附件及饰件"
"001322.SZ","箭牌家居","JPJJ","2022.10.26",1,"360309","轻工制造","家居用品","卫浴制品"
"001323.SZ","慕思股份","MSGF","2022.06.23",1,"360307","轻工制造","家居用品","成品家居"
"001324.SZ","长青科技","CQKJ","2023.05.22",1,"640501","机械设备","轨交设备Ⅱ","轨交设备Ⅲ"
"001328.SZ","登康口腔","DKKQ","2023.04.10",1,"770102","美容护理","个护用品","洗护用品"
"001330.SZ","博纳影业","BNYY","2022.08.18",1,"720601","传媒","影视院线","影视动漫制作"
"001331.SZ","胜通能源","STNY","2022.09.08",1,"410301","公用事业","燃气Ⅱ","燃气Ⅲ"
"001332.SZ","锡装股份","XZGF","2022.09.20",1,"640203","机械设备","专用设备","能源及重型设备"
"001333.SZ","光华股份","GHGF","2022.12.08",1,"220504","基础化工","塑料","合成树脂"
"001336.SZ","楚环科技","CHKJ","2022.07.25",1,"760201","环保","环保设备Ⅱ","环保设备Ⅲ"
"001339.SZ","智微智能","ZWZN","2022.08.15",1,"710103","计算机","计算机设备","其他计算机设备"
"001360.SZ","南矿集团","NKJT","2023.04.10",1,"640203","机械设备","专用设备","能源及重型设备"
"001366.SZ","播恩集团","BEJT","2023.03.07",1,"110402","农林牧渔","饲料","畜禽饲料"
"001367.SZ","海森药业","HSYY","2023.04.10",1,"370101","医药生物","化学制药","原料药"
"001373.SZ","翔腾新材","XTXC","2023.06.01",1,"270303","电子","光学光电子","光学元件"
"001378.SZ","德冠新材","DGXC","2023.10.30",1,"220505","基础化工","塑料","膜材料"
"001380.SZ","华纬科技","HWKJ","2023.05.16",1,"280203","汽车","汽车零部件","底盘与发动机系统"
"001696.SZ","宗申动力","ZSDL","1997.03.06",1,"640106","机械设备","通用设备","其他通用设备"
"001872.SZ","招商港口","ZSGK","1993.05.05",1,"421102","交通运输","航运港口","港口"
"001896.SZ","豫能控股","YNKG","1998.01.22",1,"410101","公用事业","电力","火力发电"
"001914.SZ","招商积余","ZSJY","1994.09.28",1,"430301","房地产","房地产服务","物业管理"
"001979.SZ","招商蛇口","ZSSK","2015.12.30",1,"430102","房地产","房地产开发","商业地产"
"002001.SZ","新和成","XHC","2004.06.25",1,"220315","基础化工","化学制品","食品及饲料添加剂"
"002003.SZ","伟星股份","WXGF","2004.06.25",1,"350105","纺织服饰","纺织制造","辅料"
"002004.SZ","华邦健康","HBJK","2004.06.25",1,"370102","医药生物","化学制药","化学制剂"
"002006.SZ","精工科技","JGKJ","2004.06.25",1,"640209","机械设备","专用设备","其他专用设备"
"002007.SZ","华兰生物","HLSW","2004.06.25",1,"370303","医药生物","生物制品","疫苗"
"002008.SZ","大族激光","DZJG","2004.06.25",1,"640703","机械设备","自动化设备","激光设备"
"002009.SZ","天奇股份","TQGF","2004.06.29",1,"640209","机械设备","专用设备","其他专用设备"
"002010.SZ","传化智联","CHZL","2004.06.29",1,"420807","交通运输","物流","公路货运"
"002012.SZ","凯恩股份","KEGF","2004.07.05",1,"360103","轻工制造","造纸","特种纸"
"002014.SZ","永新股份","YXGF","2004.07.08",1,"360204","轻工制造","包装印刷","塑料包装"
"002017.SZ","东信和平","DXHP","2004.07.13",1,"730206","通信","通信设备","通信终端及配件"
"002019.SZ","亿帆医药","YFYY","2004.07.13",1,"370102","医药生物","化学制药","化学制剂"
"002020.SZ","京新药业","JXYY","2004.07.15",1,"370102","医药生物","化学制药","化学制剂"
"002023.SZ","海特高新","HTGX","2004.07.21",1,"650201","国防军工","航空装备Ⅱ","航空装备Ⅲ"
"002025.SZ","航天电器","HTDQ","2004.07.26",1,"650501","国防军工","军工电子Ⅱ","军工电子Ⅲ"
"002028.SZ","思源电气","SYDQ","2004.08.05",1,"630801","电力设备","电网设备","输变电设备"
"002030.SZ","达安基因","DAJY","2004.08.09",1,"370504","医药生物","医疗器械","体外诊断"
"002031.SZ","巨轮智能","JLZN","2004.08.16",1,"640209","机械设备","专用设备","其他专用设备"
"002032.SZ","苏泊尔","SBE","2004.08.17",1,"330301","家用电器","小家电","厨房小家电"
"002034.SZ","旺能环境","WNHJ","2004.08.26",1,"760103","环保","环境治理","固废治理"
"002035.SZ","华帝股份","HDGF","2004.09.01",1,"330401","家用电器","厨卫电器","厨房电器"
"002036.SZ","联创电子","LCDZ","2004.09.03",1,"270303","电子","光学光电子","光学元件"
"002037.SZ","保利联合","BLLH","2004.09.08",1,"220307","基础化工","化学制品","民爆制品"
"002039.SZ","黔源电力","QYDL","2005.03.03",1,"410102","公用事业","电力","水力发电"
"002040.SZ","南京港","NJG","2005.03.25",1,"421102","交通运输","航运港口","港口"
"002041.SZ","登海种业","DHZY","2005.04.18",1,"110101","农林牧渔","种植业","种子"
"002042.SZ","华孚时尚","HFSS","2005.04.27",1,"350102","纺织服饰","纺织制造","棉纺"
"002043.SZ","兔宝宝","TBB","2005.05.10",1,"610303","建筑材料","装修建材","其他建材"
"002044.SZ","美年健康","MNJK","2005.05.18",1,"370604","医药生物","医疗服务","医院"
"002048.SZ","宁波华翔","NBHX","2005.06.03",1,"280202","汽车","汽车零部件","车身附件及饰件"
"002050.SZ","三花智控","SHZK","2005.06.07",1,"330601","家用电器","家电零部件Ⅱ","家电零部件Ⅲ"
"002051.SZ","中工国际","ZGGJ","2006.06.19",1,"620403","建筑装饰","专业工程","国际工程"
"002053.SZ","云南能投","YNNT","2006.06.27",1,"410107","公用事业","电力","风力发电"
"002054.SZ","德美化工","DMHG","2006.07.25",1,"220308","基础化工","化学制品","纺织化学制品"
"002055.SZ","得润电子","DRDZ","2006.07.25",1,"270504","电子","消费电子","消费电子零部件及组装"
"002056.SZ","横店东磁","HDDC","2006.08.02",1,"630502","电力设备","光伏设备","光伏电池组件"
"002057.SZ","中钢天源","ZGTY","2006.08.02",1,"460802","社会服务","专业服务","检测服务"
"002058.SZ","威尔泰","WET","2006.08.02",1,"640107","机械设备","通用设备","仪器仪表"
"002059.SZ","云南旅游","YNLY","2006.08.10",1,"461002","社会服务","旅游及景区","人工景区"
"002061.SZ","浙江交科","ZJJK","2006.08.16",1,"620306","建筑装饰","基础建设","基建市政工程"
"002062.SZ","宏润建设","HRJS","2006.08.16",1,"620306","建筑装饰","基础建设","基建市政工程"
"002063.SZ","远光软件","YGRJ","2006.08.23",1,"710401","计算机","软件开发","垂直应用软件"
"002065.SZ","东华软件","DHRJ","2006.08.23",1,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"002066.SZ","瑞泰科技","RTKJ","2006.08.23",1,"610301","建筑材料","装修建材","耐火材料"
"002067.SZ","景兴纸业","JXZY","2006.09.15",1,"360102","轻工制造","造纸","大宗用纸"
"002068.SZ","黑猫股份","HMGF","2006.09.15",1,"220603","基础化工","橡胶","炭黑"
"002069.SZ","獐子岛","ZZD","2006.09.28",1,"110202","农林牧渔","渔业","水产养殖"
"002072.SZ","凯瑞德","KRD","2006.10.18",1,"450201","商贸零售","贸易Ⅱ","贸易Ⅲ"
"002073.SZ","软控股份","RKGF","2006.10.18",1,"640209","机械设备","专用设备","其他专用设备"
"002074.SZ","国轩高科","GXGK","2006.10.18",1,"630701","电力设备","电池","锂电池"
"002076.SZ","星光股份","XGGF","2006.10.25",1,"330501","家用电器","照明设备Ⅱ","照明设备Ⅲ"
"002077.SZ","大港股份","DGGF","2006.11.16",1,"270107","电子","半导体","集成电路封测"
"002080.SZ","中材科技","ZCKJ","2006.11.20",1,"610202","建筑材料","玻璃玻纤","玻纤制造"
"002082.SZ","万邦德","WBD","2006.11.20",1,"370201","医药生物","中药Ⅱ","中药Ⅲ"
"002083.SZ","孚日股份","FRGF","2006.11.24",1,"350102","纺织服饰","纺织制造","棉纺"
"002084.SZ","海鸥住工","HOZG","2006.11.24",1,"360309","轻工制造","家居用品","卫浴制品"
"002085.SZ","万丰奥威","WFAW","2006.11.28",1,"280204","汽车","汽车零部件","轮胎轮毂"
"002088.SZ","鲁阳节能","LYJN","2006.11.30",1,"610301","建筑材料","装修建材","耐火材料"
"002091.SZ","江苏国泰","JSGT","2006.12.08",1,"450201","商贸零售","贸易Ⅱ","贸易Ⅲ"
"002093.SZ","国脉科技","GMKJ","2006.12.15",1,"461101","社会服务","教育","学历教育"
"002094.SZ","青岛金王","QDJW","2006.12.15",1,"770201","美容护理","化妆品","化妆品制造及其他"
"002097.SZ","山河智能","SHZN","2006.12.22",1,"640601","机械设备","工程机械","工程机械整机"
"002098.SZ","浔兴股份","XXGF","2006.12.22",1,"350105","纺织服饰","纺织制造","辅料"
"002099.SZ","海翔药业","HXYY","2006.12.26",1,"370101","医药生物","化学制药","原料药"
"002100.SZ","天康生物","TKSW","2006.12.26",1,"110402","农林牧渔","饲料","畜禽饲料"
"002101.SZ","广东鸿图","GDHT","2006.12.29",1,"280205","汽车","汽车零部件","其他汽车零部件"
"002103.SZ","广博股份","GBGF","2007.01.10",1,"360501","轻工制造","文娱用品","文化用品"
"002104.SZ","恒宝股份","HBGF","2007.01.10",1,"730206","通信","通信设备","通信终端及配件"
"002105.SZ","信隆健康","XLJK","2007.01.12",1,"280401","汽车","摩托车及其他","其他运输设备"
"002106.SZ","莱宝高科","LBGK","2007.01.12",1,"270301","电子","光学光电子","面板"
"002107.SZ","沃华医药","WHYY","2007.01.24",1,"370201","医药生物","中药Ⅱ","中药Ⅲ"
"002108.SZ","沧州明珠","CZMZ","2007.01.24",1,"220501","基础化工","塑料","其他塑料制品"
"002109.SZ","兴化股份","XHGF","2007.01.26",1,"220204","基础化工","化学原料","其他化学原料"
"002110.SZ","三钢闽光","SGMG","2007.01.26",1,"230401","钢铁","普钢","长材"
"002111.SZ","威海广泰","WHGT","2007.01.26",1,"650201","国防军工","航空装备Ⅱ","航空装备Ⅲ"
"002112.SZ","三变科技","SBKJ","2007.02.08",1,"630801","电力设备","电网设备","输变电设备"
"002114.SZ","罗平锌电","LPXD","2007.02.15",1,"240303","有色金属","工业金属","铅锌"
"002115.SZ","三维通信","SWTX","2007.02.15",1,"730103","通信","通信服务","通信工程及服务"
"002121.SZ","科陆电子","KLDZ","2007.03.06",1,"630804","电力设备","电网设备","电工仪器仪表"
"002123.SZ","梦网科技","MWKJ","2007.03.28",1,"730104","通信","通信服务","通信应用增值服务"
"002126.SZ","银轮股份","YLGF","2007.04.18",1,"280203","汽车","汽车零部件","底盘与发动机系统"
"002127.SZ","南极电商","NJDS","2007.04.18",1,"450603","商贸零售","互联网电商","电商服务"
"002128.SZ","电投能源","DTNY","2007.04.18",1,"740101","煤炭","煤炭开采","动力煤"
"002129.SZ","TCL中环","TCLZH","2007.04.20",1,"630501","电力设备","光伏设备","硅料硅片"
"002131.SZ","利欧股份","LOGF","2007.04.27",1,"640108","机械设备","通用设备","金属制品"
"002132.SZ","恒星科技","HXKJ","2007.04.27",1,"640108","机械设备","通用设备","金属制品"
"002133.SZ","广宇集团","GYJT","2007.04.27",1,"430101","房地产","房地产开发","住宅开发"
"002135.SZ","东南网架","DNWJ","2007.05.30",1,"620401","建筑装饰","专业工程","钢结构"
"002137.SZ","实益达","SYD","2007.06.13",1,"270302","电子","光学光电子","LED"
"002140.SZ","东华科技","DHKJ","2007.07.12",1,"620402","建筑装饰","专业工程","化学工程"
"002142.SZ","宁波银行","NBYH","2007.07.19",1,"480401","银行","城商行Ⅱ","城商行Ⅲ"
"002144.SZ","宏达高科","HDGK","2007.08.03",1,"350106","纺织服饰","纺织制造","其他纺织"
"002145.SZ","中核钛白","ZHTB","2007.08.03",1,"220206","基础化工","化学原料","钛白粉"
"002146.SZ","荣盛发展","RSFZ","2007.08.08",1,"430101","房地产","房地产开发","住宅开发"
"002148.SZ","北纬科技","BWKJ","2007.08.10",1,"730104","通信","通信服务","通信应用增值服务"
"002149.SZ","西部材料","XBCL","2007.08.10",1,"240504","有色金属","小金属","其他小金属"
"002150.SZ","通润装备","TRZB","2007.08.10",1,"640108","机械设备","通用设备","金属制品"
"002151.SZ","北斗星通","BDXT","2007.08.13",1,"650501","国防军工","军工电子Ⅱ","军工电子Ⅲ"
"002153.SZ","石基信息","SJXX","2007.08.13",1,"710401","计算机","软件开发","垂直应用软件"
"002154.SZ","报喜鸟","BXN","2007.08.16",1,"350209","纺织服饰","服装家纺","非运动服装"
